id,title,content
11,BofA commits $25 billion to private credit deals memo shows,Feb 19 (Reuters) - Bank of America (BAC.N), opens new tab is committing $25 billion to private credit deals, according to an internal memo seen by Reuters on Thursday, as the Wall Street giant prepares a war chest to further its advance in the lucrative slice of finance. Traditional banks such as BofA have been competing with private credit supplied by alternative asset managers. Private credit has become a key financing source for corporate America as tighter post‑crisis lending standards pushed borrowers to seek capital outside traditional banks.
12,From software to real estate U.S. sectors under the grip of AI scare trade,Feb 13 (Reuters) - Wall Street is in the grip of disruption worries from AI. It first started with investors dumping shares of software companies but soon spread to sectors seen as vulnerable to automation, driving sharp losses in U.S. stocks this week. The AI scare trade did not spare even sectors such as private credit, real estate brokers, data analytics, legal services and insurers.
13,Blackstone boosts stake in AI startup Anthropic to about $1 billion source says,Feb 10 (Reuters) - Blackstone (BX.N), opens new tab is increasing its investment in the Claude chatbot maker Anthropic, raising its stake to about $1 billion at a valuation of roughly $350 billion, a person familiar with the matter told Reuters on Tuesday. AI startups continue to attract heavy funding from global investors, driven by expectations of rapid growth and widespread commercial adoption.
14,Brookfield in talks to buy Blackstone's Fidere for $1.2 bln Expansion reports,MADRID, Feb 10 (Reuters) - Brookfield Asset Management (BAM.N), opens new tab is in exclusive talks with Blackstone (BX.N), opens new tab to purchase its residential real estate company Fidere (YFID.MC), opens new tab in Spain, Spanish newspaper Expansion reported on Tuesday, citing unidentified market sources. Both Brookfield and Blackstone declined to comment on the report.
15,OpenAI expects compute spend of around $600 billion through 2030 source says,Feb 20 (Reuters) - OpenAI is targeting roughly $600 billion in total compute spend through 2030, a source familiar with the matter told Reuters on Friday, as the ChatGPT maker lays groundwork for an IPO that could value it at up to $1 trillion. OpenAI's 2025 revenue totaled $13 billion, beating its $10 billion projection, while it spent $8 billion during the year, under its $9 billion target, the person said.
16,OpenAI developing AI devices including smart speaker The Information reports,Feb 20 (Reuters) - OpenAI has more than 200 people working on a family of AI-powered devices that will include a smart speaker and possibly smart glasses and a smart lamp, the Information reported on Friday, citing a person with knowledge of the plans. The smart speaker, the first device OpenAI will launch, is likely to be priced between $200 and $300, the report said, citing two people with knowledge of it. The speaker which however would not ship until February 2027 at earlies will have a camera enabling it to take in information about its users and their surroundings the report said.
17,AI pioneer Fei-Fei Li's World Labs raises $1 billion in funding,Feb 18 (Reuters) - Prominent computer scientist Fei-Fei Li's World Labs raised $1 billion in a funding round as the startup accelerates its efforts to advance "spatial intelligence." The startup said on Wednesday the investors included chip companies AMD (AMD.O), opens new tab, Nvidia (NVDA.O), opens new tab, software firm Autodesk (ADSK.O), opens new tab, Emerson Collective Fidelity Management & Research Company and Sea (SE.N) opens new tab among others.
18,AMD clinches second mega chip supply deal this time with Meta,SAN FRANCISCO, Feb 24 (Reuters) - Advanced Micro Devices (AMD.O), opens new tab said on Tuesday it has agreed to sell up to $60 billion worth of artificial intelligence chips to Meta Platforms (META.O), opens new tab over five years in a deal that allows the Facebook owner to purchase as much as 10% of the chip firm. AMD shares rose more than 11% in premarket trading after closing at $196.60 in the previous session.
19,AES Corp signs 20-year power supply deal with Google,Feb 24 (Reuters) - AES Corp (AES.N), opens new tab said on Tuesday it has signed a 20-year agreement with Google (GOOGL.O), opens new tab to supply power to the U.S. tech giant's new data center planned in Wilbarger County, Texas. AES said it has also signed deals for energy generation that will be co-located with the new data center and enable Google to expand its operations to meet demand for its core services.
20,AI's memory chip champion has a value problem,LONDON, Feb 20 (Reuters Breakingviews) - Not long ago, memory chip makers were in crisis. A post-pandemic supply glut in 2023 pushed prices into freefall, wiping out operating profits across the industry. Today, the mood could hardly be more different, as manufacturers rake in record earnings. But for an early frontrunner, South Korea's $448 billion SK Hynix (000660.KS) opens new tab the artificial intelligence boom has only sharpened its valuation problem.
